frequency,pdr
11,-55.0
12,-55.0
13,-52.0
14,-52.0
15,-53.5
16,-49.6
17,-46.0
18,-46.0
19,-46.0
20,-46.8
21,-48.0
22,-46.0
23,-46.0
24,-47.8
25,-49.0
26,-49.0
