frequency,pdr
11,-49.0
12,-50.2
13,-52.0
14,-48.6
15,-61.5
16,-56.1
17,-49.0
18,-49.0
19,-49.0
20,-49.0
21,-46.0
22,-46.0
23,-49.0
24,-70.8
25,-55.1
26,-61.1
