frequency,pdr
11,-50.0
12,-46.7777777778
13,-48.8
14,-56.2222222222
15,-58.0
16,-55.0
17,-54.9
18,-52.0
19,-49.1
20,-49.8
21,-54.6
22,-55.0
23,-54.8
24,-53.1
25,-46.0
26,-45.4
