frequency,pdr
11,-91.0
13,-91.0
14,-91.0
15,-91.0
16,-89.6
17,-88.2
18,-88.2
19,-87.7
20,-87.0
21,-86.8888888889
22,-86.5555555556
23,-86.3333333333
24,-86.1
25,-86.0
26,-86.7
