frequency,pdr
11,-80.2
12,-78.1
13,-74.0
14,-73.0
15,-73.0
16,-73.0
17,-73.1
18,-74.1
19,-74.0
20,-73.6
21,-73.6
22,-74.4285714286
23,-76.0
24,-78.2
25,-79.0
26,-82.4
