frequency,pdr
11,-58.0
12,-55.0
13,-57.6
14,-62.1
15,-69.4
16,-67.0
17,-59.7
18,-55.1
19,-55.0
20,-55.0
21,-55.0
22,-54.3
23,-52.0
24,-52.0
25,-55.0
26,-61.0
