frequency,pdr
11,-52.0
12,-55.9
13,-58.8
14,-60.7
15,-63.0
16,-67.0
17,-79.25
18,-67.0
19,-62.0
20,-58.1
21,-62.6
22,-67.0
23,-62.9
24,-58.0
25,-53.0
26,-52.0
