frequency,avg_rssi
11,-60.5939393939
12,-58.7117647059
13,-60.7743902439
14,-61.8641975309
15,-63.2058823529
16,-60.6352941176
17,-59.6705882353
18,-60.1764705882
19,-61.6645962733
20,-63.3823529412
21,-62.3529411765
22,-61.5542168675
23,-61.0470588235
24,-62.0647058824
25,-63.2764705882
26,-60.9823529412
