frequency,avg_rssi
11,-56.2168674699
12,-55.2
13,-55.9512195122
14,-56.2411764706
15,-57.2574850299
16,-57.0058823529
17,-57.3294117647
18,-59.4404761905
19,-59.7134502924
20,-57.6529411765
21,-57.6058823529
22,-57.7470588235
23,-58.0117647059
24,-58.2
25,-58.7352941176
26,-59.0647058824
