frequency,avg_rssi
11,-53.2882352941
12,-54.6470588235
13,-54.6235294118
14,-54.4941176471
15,-53.7529411765
16,-53.9235294118
17,-53.2587412587
18,-55.7117647059
19,-57.5176470588
20,-54.2588235294
21,-53.4882352941
22,-53.7083333333
23,-54.6176470588
24,-57.4294117647
25,-57.4352941176
26,-53.6294117647
