frequency,avg_rssi
11,-52.0941176471
12,-53.2058823529
13,-56.7305389222
14,-53.2916666667
15,-54.2
16,-55.3411764706
17,-55.7588235294
18,-55.349112426
19,-58.2411764706
20,-56.9705882353
21,-54.0058823529
22,-53.6352941176
23,-55.4235294118
24,-54.9882352941
25,-56.9529411765
26,-57.0235294118
