frequency,avg_rssi
11,-52.6705882353
12,-53.5207100592
13,-53.2235294118
14,-52.7235294118
15,-53.4705882353
16,-52.9823529412
17,-53.3529411765
18,-53.5588235294
19,-52.6823529412
20,-53.1529411765
21,-53.8882352941
22,-54.1647058824
23,-52.9763313609
24,-54.3117647059
25,-54.2411764706
26,-53.2
