frequency,avg_rssi
11,-54.2235294118
12,-56.1646341463
13,-56.4404761905
14,-54.0882352941
15,-56.3786982249
16,-54.2588235294
17,-55.5529411765
18,-55.7529411765
19,-57.4970760234
20,-55.9590643275
21,-54.7411764706
22,-54.2823529412
23,-56.9235294118
24,-56.2529411765
25,-55.0470588235
26,-57.2882352941
