frequency,pdr
11,-55.0
12,-58.0
13,-55.0
14,-51.0
15,-49.0
16,-49.0
17,-50.0
18,-49.0
19,-49.0
20,-51.9
21,-52.0
22,-53.0
23,-52.0
24,-55.0
25,-55.0
26,-55.0
