frequency,pdr
11,-66.8
12,-66.7
13,-65.4
14,-66.4
15,-67.0
16,-64.1
17,-65.1
18,-67.8
19,-70.0
20,-69.9
21,-67.0
22,-68.0
23,-69.9
24,-70.0
25,-73.0
26,-70.0
