frequency,pdr
11,-64.1
12,-63.375
13,-60.1111111111
14,-64.0
15,-70.8
16,-70.4
17,-59.7
18,-60.7
19,-61.8
20,-65.5
21,-67.0
22,-56.5
23,-55.0
24,-60.0
25,-54.1
26,-55.0
