frequency,pdr
11,-82.9
12,-77.0
13,-75.5555555556
14,-74.8
15,-76.0
16,-73.1
17,-72.0
18,-70.0
19,-70.0
20,-71.3
21,-73.0
22,-73.1
23,-75.7
24,-78.9
25,-82.0
26,-79.1
