frequency,pdr
11,-69.3
12,-70.0
13,-67.0
14,-64.0
15,-64.0
16,-61.1
17,-61.0
18,-61.0
19,-64.0
20,-62.4
21,-67.0
22,-70.0
23,-66.1
24,-60.0
25,-60.0
26,-66.0
