frequency,pdr
11,-52.5
12,-50.9
13,-61.5
14,-55.1
15,-49.0
16,-55.0
17,-55.1
18,-54.7
19,-55.5
20,-60.1
21,-55.0
22,-48.7
23,-49.0
24,-53.6
25,-49.0
26,-55.0
