frequency,pdr
11,-45.0
12,-54.5
13,-45.3
14,-45.9
15,-46.0
16,-43.0
17,-46.0
18,-50.3
19,-52.1
20,-55.0
21,-70.2
22,-53.4
23,-52.7
24,-45.1
25,-42.9
26,-43.0
