frequency,pdr
11,-61.1
12,-64.1
13,-59.3
14,-56.8
15,-56.2
16,-65.0
17,-64.1
18,-66.2
19,-69.3
20,-64.5
21,-55.0
22,-55.0
23,-61.0
24,-59.0
25,-61.0
26,-55.0
