frequency,pdr
11,-64.0
12,-60.5
13,-68.7777777778
14,-61.0
15,-63.2222222222
16,-71.4
17,-64.5
18,-54.9
19,-53.5
20,-60.0
21,-61.0
22,-60.1
23,-73.9
24,-63.8
25,-68.7777777778
26,-62.4
