frequency,pdr
11,-56.6
12,-46.0
13,-49.0
14,-51.3
15,-58.0
16,-59.5
17,-70.7
18,-49.0
19,-46.0
20,-46.9
21,-49.0
22,-55.0
23,-53.7
24,-46.5
25,-48.9
26,-46.4
