frequency,avg_rssi
11,-56.1150202977
12,-55.8406279734
13,-56.6173131504
14,-56.8557303371
15,-57.2085201794
16,-56.8874439462
17,-56.8396057348
18,-56.7811659193
19,-57.1092134831
20,-56.5275661139
21,-57.1698028674
22,-56.8909825034
23,-58.0058717254
24,-57.751237067
25,-57.6708520179
26,-57.4435483871
