frequency,avg_rssi
11,-54.7088607595
12,-54.6601007787
13,-55.1056985294
14,-55.8073807381
15,-55.7322869955
16,-55.9466367713
17,-55.5524663677
18,-55.6367713004
19,-55.7889784946
20,-55.9510552313
21,-55.9905913978
22,-56.0
23,-56.7420224719
24,-56.9443447038
25,-56.8058165548
26,-56.7384477344
