frequency,avg_rssi
11,-52.8321332133
12,-53.4863362668
13,-53.5756718529
14,-53.5121076233
15,-53.1267921147
16,-53.5147982063
17,-53.5980260206
18,-54.0499549955
19,-53.6917900404
20,-54.3031390135
21,-54.2547085202
22,-53.9461883408
23,-54.2510103278
24,-54.7905829596
25,-54.169878978
26,-55.3288470166
