frequency,avg_rssi
11,-59.505663797
12,-59.7170989433
13,-59.6447746884
14,-60.4616075438
15,-59.9051685393
16,-60.3248207885
17,-60.024291498
18,-59.8319139399
19,-60.2159856309
20,-60.5589421784
21,-61.4082733813
22,-60.961103573
23,-61.6432093232
24,-61.1313225058
25,-61.1691449814
26,-61.2366651726
