frequency,avg_rssi
11,-55.1730337079
12,-55.2706378987
13,-54.9181395349
14,-55.7291479821
15,-55.3739364084
16,-56.0322869955
17,-55.8031390135
18,-56.0880107768
19,-56.5829596413
20,-56.688480502
21,-56.0120913569
22,-56.4359318996
23,-55.7749774977
24,-56.4787090991
25,-56.3734885804
26,-56.6947321027
