frequency,avg_rssi
11,-53.6520560325
12,-53.4597069597
13,-52.8871745419
14,-53.2450628366
15,-53.3948901838
16,-54.4775179856
17,-54.2087073609
18,-54.2632286996
19,-53.9690444145
20,-53.5892376682
21,-54.5448430493
22,-54.7103354488
23,-53.9111812444
24,-54.065830721
25,-54.2637263726
26,-54.9162539397
