frequency,avg_rssi
11,-55.2224729242
12,-55.2095588235
13,-55.5391705069
14,-55.5582022472
15,-55.5826983416
16,-56.1546391753
17,-56.3192825112
18,-55.834529148
19,-56.6783468104
20,-56.7750896057
21,-56.8394618834
22,-56.2188340807
23,-56.7849124383
24,-57.1729390681
25,-56.65486329
26,-57.0394265233
