frequency,avg_rssi
11,-58.899413622
12,-58.9216454456
13,-58.3150812065
14,-59.3337831759
15,-59.0251233737
16,-59.2280542986
17,-59.4583333333
18,-60.2443946188
19,-60.1049327354
20,-60.2541461228
21,-59.8847533632
22,-60.0076645627
23,-60.5047276002
24,-60.53994614
25,-61.135426009
26,-61.163963964
