frequency,avg_rssi
11,-53.065978456
12,-53.2551569507
13,-52.8353211009
14,-53.1357210179
15,-53.4426008969
16,-53.2853912257
17,-53.4750561798
18,-53.7250335871
19,-54.235426009
20,-54.447781264
21,-54.1165919283
22,-54.1323463437
23,-53.248655914
24,-54.0080717489
25,-54.5962314939
26,-54.0201793722
