frequency,avg_rssi
11,-58.3605595668
12,-58.4155024786
13,-57.1491712707
14,-58.6708746619
15,-58.7215246637
16,-58.8803227252
17,-59.4582959641
18,-59.2510085164
19,-59.0815412186
20,-59.7797672337
21,-60.1295383236
22,-59.3418803419
23,-60.0265168539
24,-59.9011680144
25,-60.0237348858
26,-60.2766816143
