frequency,pdr
11,-64.1
12,-64.7
13,-60.7777777778
14,-57.9
15,-60.6
16,-68.3333333333
17,-67.0
18,-67.0
19,-75.0
20,-78.8
21,-68.1
22,-65.0
23,-67.0
24,-73.0
25,-74.7
26,-67.5
