frequency,pdr
11,-65.2
12,-67.0
13,-68.8888888889
14,-62.2
15,-60.0
16,-57.9
17,-75.0
18,-65.0
19,-61.4
20,-65.6
21,-61.0
22,-61.3
23,-67.0
24,-67.0
25,-73.0
26,-61.0
