frequency,pdr
11,-59.2
12,-62.2222222222
13,-62.3333333333
14,-52.0
15,-48.2
16,-51.0
17,-58.2
18,-55.0
19,-52.8
20,-60.5
21,-56.9
22,-63.8
23,-57.6
24,-61.1
25,-62.7
26,-66.5
