frequency,pdr
11,-62.3
12,-64.7
13,-70.8
14,-72.9
15,-61.2
16,-60.0
17,-56.7
18,-69.4
19,-74.4
20,-55.0
21,-63.0
22,-66.4
23,-62.0
24,-63.8
25,-61.6666666667
26,-59.1
