frequency,pdr
11,-63.6
12,-58.8888888889
13,-65.0
14,-61.0
15,-62.9
16,-61.9
17,-62.8
18,-61.9
19,-61.3
20,-64.2
21,-79.4
22,-71.6
23,-68.2
24,-65.5
25,-70.0
26,-70.7
