frequency,pdr
11,-61.6
12,-63.6666666667
13,-61.6
14,-64.5
15,-58.0
16,-75.4444444444
17,-61.2
18,-58.0
19,-64.0
20,-64.5
21,-64.5
22,-67.7
23,-68.0
24,-63.7
25,-71.5
26,-65.0
