frequency,pdr
11,-63.3
12,-63.5555555556
13,-71.0
14,-66.9
15,-67.0
16,-68.4444444444
17,-61.0
18,-65.6
19,-64.0
20,-74.7
21,-72.6
22,-60.8
23,-55.4
24,-67.0
25,-76.9
26,-72.6666666667
