frequency,pdr
11,-64.6666666667
12,-71.2222222222
13,-68.6666666667
14,-63.6666666667
15,-61.0
16,-60.2
17,-67.0
18,-66.7
19,-64.0
20,-62.9
21,-63.9
22,-68.6
23,-59.4
24,-62.8
25,-61.3
26,-61.0
