frequency,pdr
11,-58.0
12,-58.0
13,-58.9
14,-60.0
15,-60.4
16,-61.0
17,-61.0
18,-61.0
19,-61.0
20,-60.7
21,-60.0
22,-59.6
23,-59.7
24,-59.6
25,-60.9
26,-61.0
