frequency,pdr
11,-59.8
12,-60.8
13,-66.375
14,-64.0
15,-57.7777777778
16,-56.3
17,-57.9
18,-59.7
19,-65.3
20,-64.0
21,-58.0
22,-62.5
23,-57.6
24,-64.0
25,-60.1
26,-61.0
