frequency,pdr
11,-48.8
12,-52.9
13,-44.2
14,-55.0
15,-58.2
16,-47.4
17,-47.3
18,-49.3
19,-49.0
20,-63.8
21,-57.0
22,-55.0
23,-63.8
24,-52.0
25,-59.5
26,-55.4
