frequency,pdr
11,-57.1
12,-55.1
13,-55.0
14,-54.9
15,-52.4
16,-50.7
17,-50.7
18,-55.0
19,-64.2222222222
20,-68.0
21,-69.6
22,-64.7
23,-58.0
24,-58.0
25,-59.5
26,-72.4
