frequency,pdr
11,-59.7
12,-59.9090909091
13,-70.9
14,-63.9
15,-61.8888888889
16,-72.4
17,-72.4
18,-71.3
19,-58.3
20,-69.2
21,-69.5
22,-73.0
23,-73.1
24,-68.1
25,-65.5555555556
26,-69.9
