frequency,pdr
11,-85.8
12,-86.0
13,-83.9
14,-84.2
15,-85.6
16,-89.8888888889
19,-91.0
20,-90.0
21,-88.9
22,-87.5
23,-90.8333333333
24,-91.0
25,-90.8
26,-87.8
