frequency,pdr
11,-91.0
12,-89.7142857143
13,-91.0
14,-90.6
15,-89.0
16,-88.5
17,-87.9
18,-88.3
19,-89.0
20,-88.8
21,-88.9
23,-91.0
24,-91.0
