frequency,pdr
11,-49.0
12,-49.0
13,-49.0
14,-49.0
15,-49.0
16,-49.0
17,-49.0
18,-49.0
19,-49.0
20,-49.0
21,-49.0
22,-49.1
23,-50.6
24,-52.0
25,-53.2
26,-55.0
