frequency,pdr
11,-52.0
12,-51.8333333333
13,-49.9
14,-49.0
15,-55.0
16,-51.6
17,-49.0
18,-52.0
19,-52.0
20,-54.9
21,-58.0
22,-66.0
23,-58.0
24,-59.1
25,-59.4
26,-66.8
