frequency,avg_rssi
11,-54.6259904913
12,-54.3419354839
13,-53.4112903226
14,-53.5177419355
15,-53.4706840391
16,-54.4057971014
17,-53.2470389171
18,-54.2435483871
19,-54.6274193548
20,-55.035483871
21,-55.077294686
22,-55.38647343
23,-55.4677419355
24,-55.9951612903
25,-56.2032258065
26,-55.885668277
