frequency,avg_rssi
11,-56.9290322581
12,-55.5741935484
13,-55.5790322581
14,-55.65
15,-55.7564516129
16,-55.6061093248
17,-55.5758064516
18,-56.2580645161
19,-56.25
20,-57.1870967742
21,-58.2141706924
22,-58.3317073171
23,-57.6426174497
24,-58.2661290323
25,-57.8193548387
26,-57.4548387097
