frequency,avg_rssi
11,-55.6963979417
12,-55.6006441224
13,-56.0257648953
14,-56.1064516129
15,-56.5636070853
16,-56.7096774194
17,-57.1419354839
18,-57.9110032362
19,-58.1258064516
20,-57.8532258065
21,-58.0774193548
22,-58.9596774194
23,-58.8610662359
24,-58.7302100162
25,-58.9612903226
26,-59.3467741935
