frequency,avg_rssi
11,-56.8253968254
12,-57.2202572347
13,-57.7629032258
14,-57.4811165846
15,-57.4370967742
16,-57.5161290323
17,-57.6096774194
18,-58.1290322581
19,-57.5861513688
20,-57.3977455717
21,-57.6725806452
22,-58.3693548387
23,-58.4009661836
24,-58.3129032258
25,-58.3054662379
26,-57.9080645161
