frequency,avg_rssi
11,-55.4960505529
12,-56.2253968254
13,-55.7158730159
14,-55.6881028939
15,-55.246031746
16,-55.1380952381
17,-55.4761904762
18,-55.1634920635
19,-55.6984126984
20,-56.0571428571
21,-55.7936507937
22,-56.9284578696
23,-57.2206349206
24,-56.2761904762
25,-55.7904761905
26,-55.9445324881
