frequency,avg_rssi
11,-56.4492063492
12,-56.7790322581
13,-57.1435483871
14,-56.2887096774
15,-56.5564516129
16,-56.1274193548
17,-56.7887096774
18,-55.9636963696
19,-56.5748792271
20,-56.614516129
21,-57.1177419355
22,-57.8451612903
23,-57.5741935484
24,-58.5016129032
25,-58.4549839228
26,-58.1983870968
