frequency,avg_rssi
11,-54.1838487973
12,-53.8870967742
13,-53.4596774194
14,-53.5919354839
15,-53.6983870968
16,-54.2721417069
17,-55.0048387097
18,-55.3725806452
19,-55.6292134831
20,-55.3725806452
21,-55.3870967742
22,-55.785483871
23,-56.7887096774
24,-55.5806451613
25,-55.3532258065
26,-55.7193548387
