frequency,avg_rssi
11,-55.0681458003
12,-55.7677419355
13,-55.5322580645
14,-55.2258064516
15,-55.4419354839
16,-54.6103059581
17,-54.1414790997
18,-54.3774193548
19,-54.7016129032
20,-55.1967741935
21,-54.3193548387
22,-54.5193548387
23,-54.6516129032
24,-55.2186495177
25,-55.5217391304
26,-55.1596774194
