frequency,pdr
11,-47.0
12,-49.9
13,-54.3
14,-49.0
15,-49.0
16,-53.3
17,-55.0
18,-54.3
19,-63.9
20,-54.8
21,-52.0
22,-58.0
23,-49.9
24,-47.0
25,-51.9
26,-53.8
