frequency,pdr
11,-76.0
12,-77.0
13,-79.0
14,-79.0
15,-77.0
16,-79.0
17,-79.1
18,-79.0
19,-82.0
20,-82.8
21,-86.2
22,-84.1
23,-82.0
24,-79.0
25,-79.0
26,-83.3
