frequency,pdr
11,-82.0
12,-83.0
13,-84.0
14,-85.0
15,-86.8
16,-88.0
17,-90.0
18,-89.9
19,-88.9
20,-89.6
21,-91.0
22,-91.0
23,-91.0
24,-91.0
25,-91.0
