frequency,pdr
11,-40.0
12,-40.0
13,-40.0
14,-40.0
15,-40.0
16,-40.1
17,-40.6
18,-41.0
19,-42.0
20,-42.9
21,-43.0
22,-43.0
23,-43.0
24,-43.0
25,-44.1
26,-46.0
