frequency,pdr
11,-60.2
12,-61.0
13,-60.2
14,-55.1
15,-55.0
16,-54.4
17,-55.0
18,-55.3
19,-58.0
20,-58.0
21,-61.0
22,-67.0
23,-67.0
24,-64.0
25,-58.0
26,-55.6
