frequency,pdr
11,-84.0
12,-83.8
13,-84.4
14,-83.7
15,-82.2
16,-83.3
17,-85.2
18,-86.0
19,-86.7
20,-86.1
21,-85.4
22,-86.125
23,-86.0
24,-85.9
25,-87.1
26,-89.5
